survey,site,cell,adult,tadpole,subadult,water,year,surv,date,fish,depth,elev,basin,surveyyear
3755,1094,117,0,0,0,0.49,2,1,243,No,-0.189885031,-1.470504316,0,
3798,1105,117,0,0,0,0.49,2,1,245,SFL,-0.36365882,-1.653659599,0,
3812,1110,117,0,0,0,0.49,2,1,246,No,-0.11541055,-1.23967848,0,
3821,1114,98,0,0,0,0.49,2,1,219,No,-0.438133301,0.366066465,0,
3849,1125,104,0,0,0,0.49,2,1,191,No,-0.314009166,0.732377031,0,
3861,1130,130,0,0,0,0.49,2,1,201,No,-0.462958128,0.135240629,0,
3870,1134,124,0,0,0,0.49,2,1,205,No,-0.314009166,0.534167889,0,
3872,1135,130,0,0,0,0.49,2,1,201,No,-0.512607782,0.2130189,0,
3932,1158,98,0,0,0,0.49,2,1,219,No,-0.438133301,0.243126618,0,
3935,1159,117,0,0,0,0.49,2,1,243,No,-0.189885031,-1.698821176,0,
3941,1162,109,0,0,0,0.49,2,1,218,No,-0.413308474,0.333449771,0,
3949,1165,117,0,0,0,0.49,2,1,245,No,-0.413308474,-1.440396599,0,
3952,1166,117,0,0,0,0.49,2,1,245,No,-0.264359512,-1.164409186,0,
3955,1167,72,0,0,0,0.49,2,1,231,No,-0.388483647,1.710877857,0,
3961,1169,124,0,0,0,0.49,2,1,205,No,-0.065760896,0.60441923,0,
3999,1186,117,1,0,0,0.49,2,1,248,No,-0.314009166,-1.410288881,0,
4060,1204,117,0,0,0,0.49,2,1,247,No,-0.36365882,-0.888421774,0,
4135,1230,117,0,0,1,0.49,2,1,247,No,-0.36365882,-0.981253903,0,
4150,1234,111,0,0,0,0.49,2,1,243,No,-0.388483647,-1.8669226,0,
4161,1237,117,0,0,0,0.49,2,1,247,No,-0.289184339,-1.500612034,0,
4171,1238,117,0,0,0,0.49,2,1,246,No,-0.289184339,-1.194516904,0,
4226,1256,117,0,0,0,0.49,2,1,246,No,-0.065760896,-1.194516904,0,
4271,1276,72,0,0,0,0.49,2,1,231,No,-0.462958128,1.710877857,0,
4279,1278,117,0,0,0,0.49,2,1,246,No,-0.065760896,-1.194516904,0,
4307,1290,104,0,0,0,0.49,2,1,191,No,-0.314009166,0.732377031,0,
4318,1292,124,0,0,0,0.49,2,1,203,No,-0.462958128,0.366066465,0,
4320,1293,135,0,0,0,0.49,2,1,204,SFL,-0.388483647,0.283270241,0,
4329,1297,87,0,0,0,0.49,2,1,220,No,-0.36365882,-0.828206338,0,
4348,1303,124,0,0,0,0.49,2,1,202,No,-0.462958128,-0.078022372,0,
4362,1309,104,0,0,0,0.49,2,1,217,No,-0.388483647,0.333449771,0,
4390,1319,124,0,0,0,0.49,2,1,203,No,-0.189885031,0.403701112,0,
4423,1328,98,0,0,0,0.49,2,1,219,No,-0.388483647,0.2130189,0,
4462,1342,117,0,0,0,0.49,2,1,245,No,-0.36365882,-1.224624622,0,
4497,1356,111,0,0,0,0.49,2,1,243,No,-0.165060204,-1.851868741,0,
4551,1373,25,0,0,0,0.49,2,1,176,No,-0.438133301,-0.632506173,1,
4591,1390,117,0,0,0,0.49,2,1,248,No,0.033538412,-1.440396599,0,
4596,1392,111,0,0,0,0.49,2,1,243,No,-0.36365882,-1.560827469,0,
4624,1399,117,0,0,2,0.49,2,1,248,No,-0.239534685,-1.287349033,0,
4634,1401,117,0,0,0,0.49,2,1,245,No,-0.36365882,-1.377672187,0,
4683,1409,72,0,0,0,0.49,2,1,231,No,-0.388483647,1.587938009,0,
4699,1414,117,0,0,0,0.49,2,1,243,No,-0.264359512,-1.713875035,0,
4711,1419,115,0,0,0,0.49,2,1,216,No,-0.388483647,1.098687596,0,
4721,1424,124,0,0,0,0.49,2,1,202,No,-0.438133301,-0.078022372,0,
4737,1431,117,0,0,0,0.49,2,1,243,No,-0.264359512,-1.713875035,0,
4755,1438,106,0,0,0,0.49,2,1,245,No,-0.438133301,-1.560827469,0,
4812,1455,117,0,0,0,0.49,2,1,243,No,-0.140235377,-1.713875035,0,
4928,1490,117,0,0,0,0.49,2,1,248,No,-0.239534685,-1.455450457,0,
4935,1491,117,0,0,0,0.49,2,1,245,No,0.927232185,-1.653659599,0,
4949,1495,109,0,0,0,0.49,2,1,218,No,-0.189885031,0.396174183,0,
4963,1499,117,1,0,0,0.49,2,1,247,No,-0.36365882,-0.981253903,0,
4971,1502,124,0,0,0,0.49,2,1,205,No,0.232137028,0.534167889,0,
5062,1530,98,0,0,0,0.49,2,1,218,No,-0.314009166,0.366066465,0,
5081,1534,72,0,0,0,0.49,2,1,231,No,-0.462958128,1.710877857,0,
5090,1537,117,1,0,2,0.49,2,1,248,No,-0.239534685,-1.302402892,0,
5101,1540,124,0,0,0,0.49,2,1,202,No,-0.462958128,-0.09307623,0,
5119,1547,72,0,0,0,0.49,2,1,231,No,-0.140235377,1.680770139,0,
5139,1550,117,0,0,0,0.49,2,1,245,No,-0.140235377,-1.530719752,0,
5179,1561,31,0,0,0,0.49,2,1,175,No,-0.189885031,-0.268704584,1,
5184,1563,98,0,0,0,0.49,2,1,217,No,-0.189885031,-0.246123795,0,
5224,1573,117,0,0,0,0.49,2,1,243,No,0.058363239,-1.560827469,0,
5260,1586,104,0,0,0,0.49,2,1,190,No,-0.314009166,0.579329465,0,
5272,1588,135,0,0,0,0.49,2,1,204,SFL,-0.189885031,0.283270241,0,
5353,1614,124,0,0,0,0.49,2,1,203,No,-0.140235377,-0.123183948,0,
5375,1621,124,0,0,0,0.49,2,1,203,No,-0.189885031,-0.123183948,0,
5405,1631,117,0,0,0,0.49,2,1,246,No,-0.413308474,-1.164409186,0,
5503,1654,117,0,0,0,0.49,2,1,247,No,-0.36365882,-1.089139892,0,
5508,1655,124,0,0,0,0.49,2,1,202,No,-0.065760896,-0.170854501,0,
5534,1662,117,0,0,0,0.49,2,1,245,No,0.306611509,-1.272295175,0,
5551,1666,117,0,0,0,0.49,2,1,245,No,-0.065760896,-1.224624622,0,
5565,1669,72,0,0,0,0.49,2,1,231,No,-0.388483647,1.740985574,0,
5650,1692,109,0,0,0,0.49,2,1,218,No,0.108012893,0.366066465,0,
5669,1699,124,0,0,0,0.49,2,1,203,No,-0.438133301,0.303342053,0,
5675,1701,124,0,0,0,0.49,2,1,203,No,-0.065760896,-0.002753077,0,
5679,1703,31,0,0,0,0.49,2,1,175,No,-0.438133301,-0.155800642,1,
5682,1704,117,0,0,0,0.49,2,1,243,No,-0.065760896,-1.500612034,0,
5722,1717,104,0,0,0,0.49,2,1,217,No,0.604509434,-0.18590836,0,
5733,1719,124,0,0,0,0.49,2,1,202,No,0.058363239,-0.170854501,0,
5777,1732,104,0,0,0,0.49,2,1,191,No,0.678983915,0.694742383,0,
5779,1733,61,0,0,0,0.49,2,1,230,No,-0.487782955,1.467507138,0,
5809,1738,71,0,0,0,0.49,2,1,193,SFL,0.306611509,1.068579878,0,
5813,1739,72,0,0,0,0.49,2,1,231,No,-0.314009166,1.710877857,0,
5817,1740,20,0,0,0,0.49,2,1,176,No,-0.189885031,-0.200962219,1,
5836,1745,117,0,0,0,0.49,2,1,245,No,-0.016111242,-1.623551881,0,
5846,1748,72,1,0,4,0.49,2,1,230,No,-0.438133301,1.374675009,0,
5849,1749,117,0,0,0,0.49,2,1,247,No,-0.239534685,-1.530719752,0,
5866,1752,115,0,0,0,0.49,2,1,216,No,-0.140235377,1.068579878,0,
5870,1754,72,7,174,12,0.49,2,1,232,No,0.182487374,1.803709986,0,
5873,1755,104,0,0,0,0.49,2,1,217,No,0.430735645,-0.216016078,0,
5877,1757,117,0,0,0,0.49,2,1,248,No,-0.016111242,-1.134301468,0,
5909,1764,104,28,1775,6,0.49,2,1,187,No,-0.065760896,1.068579878,0,
5963,1765,117,0,0,0,0.49,2,1,247,No,0.306611509,-1.194516904,0,
5991,1770,117,0,0,0,0.49,2,1,246,No,0.455560472,-1.287349033,0,
5999,1772,109,0,0,0,0.49,2,1,218,No,0.058363239,0.486497336,0,
6010,1776,124,0,0,0,0.49,2,1,203,No,0.678983915,-0.123183948,0,
6026,1781,117,0,0,0,0.49,2,1,243,No,-0.487782955,-1.194516904,0,
6070,1800,130,0,0,0,0.49,2,1,205,No,0.058363239,0.900478455,0,
6204,1841,109,0,0,0,0.49,2,1,218,No,-0.36365882,0.456389618,0,
6340,1874,72,3,33,30,0.49,2,1,230,No,-0.11541055,1.344567291,0,
6392,1892,104,1,1,0,0.49,2,1,190,No,-0.413308474,0.649580807,0,
6405,1895,58,0,0,0,0.49,2,1,153,No,0.182487374,-3.871594805,1,
6417,1899,62,0,0,0,0.49,2,1,179,No,-0.462958128,-2.157963871,1,
6747,1967,82,0,0,0,0.49,2,1,188,SFL,-0.388483647,-0.338955925,0,
6752,1969,76,0,0,0,0.49,2,1,188,No,-0.562257436,-0.36404569,0,
6762,1970,69,0,0,0,0.49,2,1,188,SFL,-0.562257436,-0.67766775,1,
6793,1973,47,0,1,0,0.49,2,1,180,SFL,-0.189885031,-1.590935187,1,
6825,1976,47,0,0,0,0.49,2,1,178,No,-0.314009166,-1.011361621,1,
6857,1981,71,0,0,0,0.49,2,1,193,SF,0.182487374,0.366066465,0,
7136,2045,32,61,271,1,0.49,2,1,173,No,0.182487374,0.526640959,1,
7315,2083,32,1,82,0,0.49,2,1,173,No,-0.314009166,0.361048512,1,
7475,2114,26,0,0,0,0.49,2,1,174,SFL,-0.462958128,-0.258668678,1,
7478,2115,31,0,0,0,0.49,2,1,175,No,-0.438133301,-0.155800642,1,
7479,2116,93,0,0,0,0.49,2,1,187,No,-0.438133301,0.478970406,0,
7487,2117,104,0,0,0,0.49,2,1,191,SFL,-0.462958128,0.463916548,0,
7492,2118,124,0,0,0,0.49,2,1,203,No,-0.338833993,-0.09307623,0,
7493,2119,124,0,2,0,0.49,2,1,203,No,-0.462958128,0.288288194,0,
7497,2120,124,0,0,0,0.49,2,1,201,No,-0.438133301,0.411228042,0,
7499,2121,115,0,0,0,0.49,2,1,216,No,-0.438133301,1.05352602,0,
7501,2122,98,0,0,0,0.49,2,1,220,No,-0.562257436,-0.293794349,0,
7503,2123,115,0,0,0,0.49,2,1,216,No,-0.487782955,1.35962115,0,
7505,2124,66,0,0,0,0.49,2,1,230,No,-0.065760896,1.015891372,0,
7509,2125,72,1,0,5,0.49,2,1,231,No,-0.388483647,1.565357221,0,
7510,2126,111,0,0,0,0.49,2,1,244,SFL,-0.562257436,-1.919611106,0,
7512,2127,111,0,0,0,0.49,2,1,244,No,-0.438133301,-1.85939567,0,
7515,2128,117,0,0,0,0.49,2,1,245,No,-0.264359512,-1.249714386,0,
7518,2129,117,0,0,0,0.49,2,1,245,No,-0.140235377,-1.244696433,0,
7529,2130,117,3,1,0,0.49,2,1,245,SFL,-0.562257436,-1.297384939,0,
7536,2131,117,5,0,11,0.49,2,1,247,No,-0.562257436,-0.968709021,0,
7538,2132,117,0,0,0,0.49,2,1,247,No,-0.438133301,-0.988780833,0,
7543,2133,117,2,30,0,0.49,2,1,248,No,-0.189885031,-1.392726045,0,
7548,2134,117,0,0,7,0.49,2,1,248,SFL,-0.562257436,-1.297384939,0,
1,1,107,0,0,0,0.93,3,1,230,No,0.728633569,-1.23967848,0,1
15,7,119,0,0,0,0.93,3,1,246,No,-0.189885031,0.381120324,0,
204,63,114,0,0,0,0.93,3,1,245,No,0.430735645,0.059971335,0,
206,64,96,0,0,0,0.93,3,1,232,No,0.232137028,-1.457959434,0,
254,77,73,0,0,0,0.93,3,1,218,No,-0.36365882,-1.653659599,0,
286,88,119,0,0,0,0.93,3,1,246,No,0.678983915,0.594383324,0,
332,101,113,0,0,0,0.93,3,1,247,No,0.480385299,-0.208489148,0,
410,122,115,0,0,0,0.93,3,1,260,No,-0.065760896,1.038472161,0,
461,143,107,0,0,0,0.93,3,1,233,No,0.232137028,-1.892012364,0,
474,146,108,0,0,0,0.93,3,1,246,No,1.05135632,-0.017806936,0,
504,154,114,1,2,1,0.93,3,1,246,No,0.232137028,0.579329465,0,
536,162,108,0,0,0,0.93,3,1,245,No,1.29960459,-0.032860795,0,
599,180,114,0,0,0,0.93,3,1,245,No,0.852757704,0.075025194,0,
643,191,119,0,0,0,0.93,3,1,245,SFL,0.033538412,-0.002753077,0,
645,192,120,0,0,0,0.93,3,1,259,No,0.182487374,0.975747749,0,
666,200,108,0,0,0,0.93,3,1,245,No,0.058363239,-0.09307623,0,
706,206,107,0,0,0,0.93,3,1,230,No,1.920225265,-1.064050127,0,
729,215,107,0,0,0,0.93,3,1,230,No,-0.189885031,-0.389135455,0,
775,228,41,3,14,1,0.93,3,1,199,No,-0.314009166,-1.302402892,1,
827,233,108,0,0,0,0.93,3,1,245,No,1.920225265,-0.216016078,0,
935,259,119,0,0,0,0.93,3,1,245,SF,0.80310805,-0.002753077,0,
948,265,114,0,0,0,0.93,3,1,248,No,1.05135632,0.303342053,0,
950,266,108,0,0,0,0.93,3,1,246,No,1.175480455,0.082552123,0,
972,274,119,0,0,0,0.93,3,1,245,No,1.423728725,0.105132911,0,
1029,292,107,0,0,0,0.93,3,1,230,No,4.45235762,-1.144337374,0,
1039,295,107,0,0,0,0.93,3,1,232,No,0.480385299,-1.33251061,0,
1182,328,114,1,0,1,0.93,3,1,246,No,-0.462958128,0.2130189,0,
1190,330,113,0,0,0,0.93,3,1,231,No,0.852757704,-1.41781581,0,
1251,342,107,0,0,0,0.93,3,1,232,No,1.423728725,-1.149355327,0,
1283,349,107,0,0,0,0.93,3,1,230,No,0.728633569,-0.341464902,0,
1386,377,120,0,0,0,0.93,3,1,260,No,-0.413308474,0.945640031,0,
1435,390,114,0,0,0,0.93,3,1,244,No,2.416721805,0.180402206,0,
1439,392,107,0,0,0,0.93,3,1,230,No,1.746451476,-1.217097692,0,
1466,400,119,1,0,0,0.93,3,1,246,No,-0.016111242,0.343485677,0,
1560,423,119,0,0,0,0.93,3,1,246,No,-0.438133301,0.373593394,0,
1567,425,125,0,0,0,0.93,3,1,243,No,-0.487782955,0.672161595,0,
1650,440,114,0,0,0,0.93,3,1,246,SF,3.906211425,0.16283937,0,
1727,463,107,0,0,0,0.93,3,1,230,No,6.885190666,-1.144337374,0,
1748,472,107,0,2,0,0.93,3,1,230,No,1.54785286,-0.376590572,0,
1786,484,115,0,1,0,0.93,3,1,260,SFL,2.913218345,1.251735161,0,
1819,490,41,0,0,0,0.93,3,1,221,SFL,-0.189885031,-1.485558175,1,
1883,501,107,0,0,0,0.93,3,1,230,SF,6.885190666,-1.279822104,0,
1895,505,125,0,0,0,0.93,3,1,243,No,-0.438133301,0.2130189,0,
1944,518,108,0,0,0,0.93,3,1,248,SF,6.885190666,-1.101684774,0,
1950,520,125,0,0,0,0.93,3,1,243,No,-0.487782955,0.273234335,0,
2127,573,125,0,0,0,0.93,3,1,243,No,-0.438133301,0.273234335,0,
2322,633,125,2,0,0,0.93,3,1,243,No,-0.487782955,0.273234335,0,
2383,654,114,0,0,0,0.93,3,1,244,No,-0.462958128,0.090079052,0,
2412,664,125,0,2,2,0.93,3,1,243,No,-0.413308474,0.2130189,0,
2453,677,125,0,1,0,0.93,3,1,243,No,-0.36365882,0.273234335,0,
2491,690,108,0,0,0,0.93,3,1,245,No,-0.438133301,-0.002753077,0,
2619,727,88,0,0,0,0.93,3,1,232,No,-0.487782955,0.609437183,0,
2727,759,83,0,0,0,0.93,3,1,232,No,-0.512607782,0.549221748,0,
2918,827,113,0,0,0,0.93,3,1,231,No,-0.438133301,-0.559745855,0,
2943,831,114,0,0,0,0.93,3,1,247,No,-0.438133301,0.366066465,0,
2945,832,107,0,0,0,0.93,3,1,230,No,-0.487782955,-0.783044762,0,
3003,849,125,0,0,0,0.93,3,1,243,No,-0.140235377,0.2130189,0,
3064,868,119,0,0,0,0.93,3,1,246,No,-0.388483647,0.471443477,0,
3151,896,119,0,0,0,0.93,3,1,246,No,-0.462958128,0.441335759,0,
3225,924,114,0,0,0,0.93,3,1,244,No,-0.314009166,0.150294488,0,
3292,949,108,0,0,0,0.93,3,1,245,No,-0.189885031,-0.032860795,0,
3338,967,108,0,0,0,0.93,3,1,245,No,-0.438133301,-0.002753077,0,
3454,996,125,0,2,1,0.93,3,1,243,No,-0.314009166,0.2130189,0,
3474,1000,107,0,0,0,0.93,3,1,230,No,-0.512607782,-1.056523198,0,
3649,1058,114,0,0,0,0.93,3,1,246,No,-0.512607782,0.090079052,0,
3685,1070,114,0,0,0,0.93,3,1,244,No,-0.438133301,0.090079052,0,
3703,1077,114,0,1,0,0.93,3,1,246,No,0.182487374,0.732377031,0,
3899,1144,114,0,0,0,0.93,3,1,244,No,-0.264359512,0.090079052,0,
3903,1146,120,0,0,0,0.93,3,1,258,No,0.058363239,0.915532313,0,
4014,1191,120,0,0,0,0.93,3,1,259,No,-0.314009166,0.822700184,0,
4123,1225,119,0,0,0,0.93,3,1,246,No,-0.487782955,0.318395912,0,
4195,1248,119,0,0,0,0.93,3,1,247,No,-0.413308474,0.002264876,0,
4240,1262,114,0,0,0,0.93,3,1,247,No,-0.388483647,0.366066465,0,
4302,1288,119,0,0,0,0.93,3,1,246,No,0.232137028,0.579329465,0,
4374,1312,119,0,0,0,0.93,3,1,246,No,0.108012893,0.318395912,0,
4458,1340,114,0,0,0,0.93,3,1,246,No,-0.264359512,0.228072759,0,
4467,1344,119,0,0,0,0.93,3,1,246,No,-0.462958128,0.318395912,0,
4491,1353,109,0,0,0,0.93,3,1,260,No,-0.36365882,0.609437183,0,
4539,1369,125,0,0,0,0.93,3,1,247,No,-0.413308474,0.702269313,0,
4572,1381,125,0,0,0,0.93,3,1,247,No,-0.314009166,0.762484748,0,
4582,1386,107,0,0,0,0.93,3,1,230,No,-0.388483647,-0.311357184,0,
4636,1402,113,0,0,0,0.93,3,1,231,No,-0.264359512,-0.597380502,0,
4661,1407,125,1,0,1,0.93,3,1,244,No,-0.36365882,0.12018677,0,
4790,1449,114,0,0,0,0.93,3,1,244,No,-0.065760896,0.366066465,0,
4867,1471,125,0,0,0,0.93,3,1,243,No,-0.314009166,0.822700184,0,
4871,1473,109,0,0,0,0.93,3,1,260,No,-0.314009166,0.51911403,0,
5205,1568,108,0,0,0,0.93,3,1,245,No,0.678983915,-0.062968513,0,
5278,1591,119,0,0,0,0.93,3,1,246,No,0.232137028,0.318395912,0,
5314,1601,120,0,0,0,0.93,3,1,259,No,-0.065760896,0.975747749,0,
5373,1620,96,0,0,0,0.93,3,1,232,No,-0.264359512,-1.377672187,0,
5440,1635,107,0,0,0,0.93,3,1,232,No,-0.512607782,-1.149355327,0,
5469,1644,107,0,0,0,0.93,3,1,230,No,-0.413308474,-0.783044762,0,
5652,1693,125,0,0,0,0.93,3,1,244,SFL,-0.314009166,0.090079052,0,
5781,1734,113,0,0,0,0.93,3,1,231,No,0.182487374,-0.667631844,0,
5827,1743,114,0,0,0,0.93,3,1,246,No,1.175480455,0.672161595,0,
5834,1744,114,0,0,0,0.93,3,1,247,No,-0.487782955,0.51911403,0,
5863,1751,107,0,0,0,0.93,3,1,230,No,-0.314009166,-0.341464902,0,
5996,1771,107,0,0,0,0.93,3,1,230,No,-0.314009166,-0.384117502,0,
6030,1783,96,0,0,0,0.93,3,1,233,No,-0.314009166,-2.499184672,0,
6198,1838,119,0,0,0,0.93,3,1,246,No,-0.512607782,0.624491042,0,
6423,1900,114,0,2,0,0.93,3,1,243,No,0.182487374,0.624491042,0,
6763,1970,69,0,0,0,0.93,3,1,206,SFL,-0.562257436,-0.67766775,1,
6811,1973,47,0,0,0,0.93,3,1,199,SFL,-0.189885031,-1.590935187,1,
7551,2135,73,0,0,0,0.93,3,1,218,No,-0.413308474,-2.188071589,0,
7554,2136,107,0,0,0,0.93,3,1,230,No,-0.36365882,-0.361536713,0,
7555,2137,107,0,13,0,0.93,3,1,230,No,-0.314009166,-0.742901138,0,
7559,2138,107,0,0,0,0.93,3,1,231,No,-0.438133301,-0.629997196,0,
7573,2139,113,0,0,0,0.93,3,1,231,No,0.182487374,-0.635015149,0,
7581,2140,113,0,0,0,0.93,3,1,231,No,-0.388483647,-0.730356256,0,
7586,2141,96,0,0,0,0.93,3,1,233,No,-0.438133301,-2.654741213,0,
7591,2142,125,0,0,0,0.93,3,1,243,No,-0.537432609,0.230581735,0,
7593,2143,125,0,0,0,0.93,3,1,244,No,-0.562257436,0.172875276,0,
7600,2144,125,0,0,0,0.93,3,1,243,SFL,-0.040936069,0.2130189,0,
7601,2145,108,0,0,0,0.93,3,1,245,No,-0.562257436,0.059971335,0,
7603,2146,114,0,0,0,0.93,3,1,245,No,-0.065760896,-0.017806936,0,
7607,2147,119,0,1,0,0.93,3,1,246,No,-0.314009166,0.288288194,0,
7618,2148,114,0,0,0,0.93,3,1,246,No,-0.214709858,0.644562854,0,
7619,2149,114,1,0,0,0.93,3,1,246,No,-0.314009166,0.403701112,0,
7633,2150,114,0,0,0,0.93,3,1,246,No,0.182487374,0.388647253,0,
7644,2151,115,0,0,0,0.93,3,1,260,SFL,-0.388483647,0.288288194,0,
8,4,102,0,0,0,0.91,4,1,220,No,-0.065760896,-1.85939567,0,
30,13,108,0,2,1,0.91,4,1,209,No,0.182487374,0.373593394,0,
57,22,113,0,0,0,0.91,4,1,235,No,-0.314009166,-1.041469339,0,
193,59,113,0,0,0,0.91,4,1,235,No,0.678983915,-1.186989974,0,
212,67,109,0,0,0,0.91,4,1,196,No,0.306611509,0.812664278,0,
241,73,103,0,0,0,0.91,4,1,194,No,1.54785286,0.333449771,0,
313,97,113,0,0,0,0.91,4,1,211,No,-0.537432609,-0.308848207,0,
365,109,113,0,0,1,0.91,4,1,209,No,-0.165060204,0.067498264,0,
487,151,102,0,0,0,0.91,4,1,221,No,0.678983915,-1.462977387,0,
521,157,109,0,36,0,0.91,4,1,195,No,1.05135632,0.672161595,0,
534,161,102,0,0,0,0.91,4,1,207,No,0.182487374,-0.461895773,0,
550,164,96,0,0,0,0.91,4,1,220,No,-0.314009166,-1.94470087,0,
555,166,108,0,0,0,0.91,4,1,210,No,1.29960459,0.892951525,0,
586,175,108,0,0,0,0.91,4,1,211,No,-0.438133301,0.303342053,0,
601,181,103,0,0,0,0.91,4,1,197,No,0.604509434,0.792592466,0,
634,187,102,0,0,0,0.91,4,1,210,No,0.927232185,-1.385199116,0,
727,214,103,0,0,0,0.91,4,1,197,No,0.678983915,0.303342053,0,
776,228,41,0,7,0,0.91,4,1,149,No,-0.314009166,-1.302402892,1,
829,234,113,0,0,0,0.91,4,1,209,No,0.604509434,-0.170854501,0,
858,240,103,0,0,0,0.91,4,1,197,No,1.423728725,0.822700184,0,
896,252,103,0,22,0,0.91,4,1,197,No,0.306611509,0.579329465,0,
939,261,102,0,0,0,0.91,4,1,207,No,0.058363239,-0.461895773,0,
946,264,102,0,0,0,0.91,4,1,207,No,-0.388483647,-0.522111208,0,
1086,301,103,0,0,0,0.91,4,1,196,No,0.232137028,0.3836293,0,
1102,305,113,0,0,0,0.91,4,1,236,No,2.29259767,-0.589853573,0,
1129,312,114,0,0,0,0.91,4,1,194,SFL,6.140445856,0.268216382,0,
1210,335,109,0,0,0,0.91,4,1,195,No,-0.487782955,0.672161595,0,
1286,350,114,0,0,0,0.91,4,1,195,No,-0.438133301,0.486497336,0,
1392,379,103,1,0,0,0.91,4,1,253,No,2.168473535,0.2130189,0,
1398,381,102,0,0,0,0.91,4,1,221,No,1.671976995,-1.525701799,0,
1437,391,109,0,0,0,0.91,4,1,195,SF,2.913218345,0.637035924,0,
1453,396,119,0,4,0,0.91,4,1,238,No,3.906211425,-0.017806936,0,
1457,397,103,2,1,0,0.91,4,1,197,No,4.27858383,0.822700184,0,
1494,407,103,0,0,0,0.91,4,1,196,SF,3.161466615,0.117677794,0,
1510,411,102,0,0,0,0.91,4,1,222,No,4.775080371,-1.186989974,0,
1512,412,103,0,0,0,0.91,4,1,194,No,-0.388483647,0.2130189,0,
1542,419,76,0,0,0,0.91,4,1,261,SF,0.678983915,0.431299853,1,
1628,435,76,0,0,0,0.91,4,1,226,SF,1.026531493,0.727359078,0,
1662,442,114,0,0,0,0.91,4,1,195,SF,5.395701046,0.125204723,0,
1687,446,97,0,0,0,0.91,4,1,208,SF,4.402707966,-1.485558175,0,
1704,453,95,0,0,0,0.91,4,1,262,SFL,2.938043172,-3.063704379,0,
1711,456,108,0,1,0,0.91,4,1,209,No,5.395701046,0.100114958,0,
1734,466,108,0,0,0,0.91,4,1,208,SF,0.55485978,-1.347564469,0,
1741,469,103,0,0,0,0.91,4,1,194,SFL,2.416721805,0.406210089,0,
1767,478,88,0,0,0,0.91,4,1,260,SF,1.920225265,1.008364443,0,
1773,480,76,0,0,0,0.91,4,1,261,SF,1.696801822,0.202982994,1,
1820,490,41,0,0,0,0.91,4,1,150,SFL,-0.189885031,-1.485558175,1,
1821,490,41,0,0,0,0.91,4,2,164,SFL,-0.189885031,-1.485558175,1,
1856,495,103,0,0,0,0.91,4,1,193,SF,3.53383902,0.147785511,0,
1866,498,103,0,0,0,0.91,4,1,196,SF,3.409714885,0.371084418,0,
2090,559,103,0,0,0,0.91,4,1,194,No,-0.438133301,0.333449771,0,
2124,572,119,0,0,0,0.91,4,1,238,No,-0.487782955,0.012300782,0,
2196,593,103,0,0,0,0.91,4,1,196,No,-0.388483647,0.579329465,0,
2207,598,103,0,0,0,0.91,4,1,197,No,-0.413308474,0.975747749,0,
2253,614,108,0,0,0,0.91,4,1,209,No,-0.314009166,0.441335759,0,
2273,621,103,0,0,0,0.91,4,1,194,No,-0.438133301,0.363557488,0,
2430,669,119,0,0,0,0.91,4,1,238,No,-0.537432609,-0.017806936,0,
2435,671,113,0,0,0,0.91,4,1,236,No,-0.314009166,-0.246123795,0,
2481,685,102,0,0,0,0.91,4,1,207,SFL,-0.065760896,-1.738964799,0,
2505,695,113,0,0,0,0.91,4,1,236,No,-0.462958128,-0.170854501,0,
2531,705,76,0,0,0,0.91,4,1,261,No,-0.562257436,0.4262819,1,
2583,721,119,0,0,0,0.91,4,1,238,No,-0.413308474,0.075025194,0,
2620,727,88,0,0,0,0.91,4,1,171,No,-0.487782955,0.609437183,0,
2632,728,103,0,0,0,0.91,4,1,252,No,-0.438133301,0.396174183,0,
2645,731,119,0,0,0,0.91,4,1,237,No,-0.487782955,0.333449771,0,
2668,740,97,0,0,0,0.91,4,1,208,No,-0.065760896,-1.51064794,0,
2710,753,103,0,0,0,0.91,4,1,197,No,-0.487782955,0.975747749,0,
2758,768,108,0,27,0,0.91,4,1,210,No,-0.264359512,0.486497336,0,
2809,787,103,0,0,0,0.91,4,1,253,No,-0.512607782,0.366066465,0,
2831,794,108,0,0,0,0.91,4,1,211,No,-0.462958128,0.4262819,0,
2852,801,119,0,0,0,0.91,4,1,238,No,-0.537432609,-0.017806936,0,
2899,819,119,0,0,0,0.91,4,1,238,No,-0.512607782,-0.017806936,0,
2947,833,119,0,0,0,0.91,4,1,238,No,-0.512607782,-0.017806936,0,
2976,843,119,0,0,0,0.91,4,1,237,No,-0.36365882,0.243126618,0,
3106,883,113,0,0,0,0.91,4,1,236,No,-0.36365882,-0.170854501,0,
3164,899,114,0,0,0,0.91,4,1,195,No,-0.438133301,0.12018677,0,
3214,919,76,0,0,0,0.91,4,1,261,No,-0.462958128,0.4262819,1,
3234,928,119,0,0,0,0.91,4,1,238,No,-0.462958128,0.044917476,0,
3251,934,114,0,0,0,0.91,4,1,196,No,-0.189885031,0.579329465,0,
3253,935,114,0,0,0,0.91,4,1,195,No,-0.438133301,0.12018677,0,
3304,953,103,0,0,0,0.91,4,1,253,No,-0.438133301,0.366066465,0,
3306,954,88,0,0,0,0.91,4,1,260,No,-0.413308474,0.822700184,0,
3324,960,103,0,0,0,0.91,4,1,196,No,-0.438133301,0.549221748,0,
